check_date,engine,query,position,is_brand
2026-07-12,google,накладной ретро спот потолочный,3.0,False
2026-07-12,yandex,накладной ретро спот потолочный,1.0,False
2026-07-12,yandex,накладной светильник в виде трилистника на три лампы,10.0,False
2026-07-12,yandex,накладной светильник в виде цветка на три лампы,6.0,False
2026-07-12,google,накладные светильники,26.0,False
2026-07-12,google,настенно потолочные светильники,37.0,False
2026-07-12,yandex,настенно потолочные светильники,9.0,False
2026-07-12,yandex,настенного светильника,11.0,False
2026-07-12,yandex,настенные бра,7.0,False
2026-07-12,yandex,настенные лампы светильники,11.0,False
2026-07-12,yandex,настенные светильники лофт купить,7.0,False
2026-07-12,google,настенный odeon light,16.0,False
2026-07-12,google,настенный светильник arte lamp pipirima,7.0,False
2026-07-12,yandex,настенный светильник arte lamp pipirima,42.0,False
2026-07-12,yandex,настенный светильник maytoni,21.0,False
2026-07-12,yandex,настенный светильник odeon,6.0,False
2026-07-12,google,настенный светильник в ванную,12.0,False
2026-07-12,google,настенный светильник для лестницы,11.0,False
2026-07-12,yandex,настенный светильник для лестницы,4.0,False
2026-07-12,yandex,настенный светильник купить в москве,8.0,False
2026-07-12,yandex,настенный светильник на кухню купить,8.0,False
2026-07-12,yandex,настенный светильник с выключателем,19.0,False
2026-07-12,yandex,настенный светильник спот на планке,3.0,False
2026-07-12,yandex,настенный светильник черный,4.0,False
2026-07-12,google,настольная лампа в классическом стиле,5.0,False
2026-07-12,yandex,настольная лампа в морском стиле,13.0,False
2026-07-12,google,настольная лампа дерево,2.0,False
2026-07-12,yandex,настольная лампа дерево,17.0,False
2026-07-12,yandex,настольная лампа для рабочего стола,22.0,False
2026-07-12,google,настольная лампа керамика,8.0,False
2026-07-12,google,настольная лампа классическая,2.0,False
2026-07-12,yandex,настольная лампа классическая,5.0,False
2026-07-12,yandex,настольная лампа красная,22.0,False
2026-07-12,google,настольная лампа на прищепке,5.0,False
2026-07-12,yandex,настольная лампа на прищепке,7.0,False
2026-07-12,yandex,настольная лампа одеон лайт,2.0,False
2026-07-12,google,настольная лампа ретро,15.0,False
2026-07-12,yandex,настольная лампа ретро,3.0,False
2026-07-12,google,настольная лампа с деревянным основанием,2.0,False
2026-07-12,yandex,настольная лампа с деревянным основанием,20.0,False
2026-07-12,google,настольная лампа с керамическим основанием,8.0,False
2026-07-12,yandex,настольная лампа с керамическим основанием,13.0,False
2026-07-12,google,настольная лампа с креплением к столу,2.0,False
2026-07-12,yandex,настольная лампа с креплением к столу,8.0,False
2026-07-12,google,настольная лампа стекло,15.0,False
2026-07-12,yandex,настольная лампа стекло,3.0,False
2026-07-12,yandex,настольная лампа стола,9.0,False
2026-07-12,google,настольная лампа флористика,12.0,False
2026-07-12,yandex,настольная лампа хайтек,2.0,False
2026-07-12,google,настольная лампа чехия,8.0,False
2026-07-12,google,настольные лампы в стиле арт деко,8.0,False
2026-07-12,google,настольные лампы в стиле ретро,16.0,False
2026-07-12,yandex,настольные лампы в стиле ретро,4.0,False
2026-07-12,yandex,настольные лампы для рабочего стола,11.0,False
2026-07-12,yandex,настольные лампы и светильники,4.0,False
2026-07-12,google,настольные лампы из дерева,2.0,False
2026-07-12,yandex,настольные лампы из дерева,18.0,False
2026-07-12,google,настольные лампы италия классика,9.0,False
2026-07-12,yandex,настольные лампы италия классика,20.0,False
2026-07-12,google,настольные лампы керамика,7.0,False
2026-07-12,yandex,настольные лампы керамика,2.0,False
2026-07-12,yandex,настольные лампы майтони,14.0,False
2026-07-12,yandex,настольные лампы москва,1.0,False
2026-07-12,yandex,настольные лампы с выключателем на основании,4.0,False
2026-07-12,google,настольные лампы с керамическим основанием,8.0,False
2026-07-12,google,настольные лампы с креплением к столу,3.0,False
2026-07-12,yandex,настольные светильники интернет магазине,2.0,False
2026-07-12,google,настольный светильник в спальню классика,5.0,False
2026-07-12,yandex,настольный светильник в спальню классика,5.0,False
2026-07-12,yandex,натяжная люстра,33.0,False
2026-07-12,google,недорогие люстры,15.0,False
2026-07-12,yandex,немецкие люстры,3.0,False
2026-07-12,yandex,ньюпорт каталог люстр,17.0,False
2026-07-12,google,ньюпорт светильники,5.0,False
2026-07-12,yandex,ньюпорт светильники,16.0,False
2026-07-12,google,одеон лайт,12.0,False
2026-07-12,yandex,одеон цены,10.0,False
2026-07-12,google,онлайн магазин светильников,9.0,False
2026-07-12,yandex,онлайн магазин светильников,9.0,False
2026-07-12,google,освещение в квартире 2026,3.0,False
2026-07-12,google,освещение в прихожей 2026,3.0,False
2026-07-12,google,освещение для спальни,36.0,False
2026-07-12,yandex,освещение купить,5.0,False
2026-07-12,google,освещение люстры,7.0,False
2026-07-12,yandex,освещение люстры,6.0,False
2026-07-12,google,освещение на веранде,23.0,False
2026-07-12,yandex,освещение на веранде,7.0,False
2026-07-12,google,освещение на кухне 2026,1.0,False
2026-07-12,yandex,освещение на кухне 2026,5.0,False
2026-07-12,google,освещение на уличной веранде,16.0,False
2026-07-12,google,освещение сайт,10.0,False
2026-07-12,yandex,освещение сайт,1.0,False
2026-07-12,google,офисная люстра,25.0,False
2026-07-12,yandex,офисная люстра,4.0,False
2026-07-12,google,планка для люстры,8.0,False
2026-07-12,yandex,планка для люстры,10.0,False
2026-07-12,yandex,плафон,17.0,False
2026-07-12,google,плафон купить,8.0,False
2026-07-12,yandex,плафон на люстру st luce круглый,2.0,False
2026-07-12,google,плафон освещения,17.0,False
2026-07-12,yandex,плафон освещения,15.0,False
2026-07-12,yandex,плафон освещения потолочный,15.0,False
2026-07-12,google,плафон ру,8.0,False
2026-07-12,google,плафон светильника,7.0,False
2026-07-12,yandex,плафон светильника,12.0,False
2026-07-12,google,плафоны для бра,6.0,False
2026-07-12,yandex,плафоны для бра,5.0,False
2026-07-12,google,плафоны для люстр,6.0,False
2026-07-12,yandex,плафоны для люстр,7.0,False
2026-07-12,google,плафоны для люстры,7.0,False
2026-07-12,yandex,плафоны для люстры,6.0,False
2026-07-12,google,плафоны для люстры купить,9.0,False
2026-07-12,yandex,плафоны для люстры купить,12.0,False
2026-07-12,google,плафоны для люстры купить отдельно,7.0,False
2026-07-12,google,плафоны для люстры купить отдельно в москве,7.0,False
2026-07-12,yandex,плафоны для люстры купить отдельно в москве,10.0,False
2026-07-12,google,плафоны для светильников,9.0,False
2026-07-12,yandex,плафоны для светильников,14.0,False
2026-07-12,google,плафоны люстр москва,3.0,False
2026-07-12,yandex,плафоны люстр москва,11.0,False
2026-07-12,google,плафоны на люстру купить,7.0,False
2026-07-12,yandex,плафоны на люстру купить,9.0,False
2026-07-12,google,плафоны отдельно купить,8.0,False
2026-07-12,yandex,плафоны отдельно купить,10.0,False
2026-07-12,google,плоская люстра,11.0,False
2026-07-12,yandex,плоская люстра,10.0,False
2026-07-12,yandex,под потолочный светильник,10.0,False
2026-07-12,google,подвес для люстры,2.0,False
2026-07-12,yandex,подвес для люстры,17.0,False
2026-07-12,google,подвес для люстры купить,4.0,False
2026-07-12,yandex,подвес для люстры купить,7.0,False
2026-07-12,google,подвес для светильника,6.0,False
2026-07-12,yandex,подвес для светильника,20.0,False
2026-07-12,google,подвес крепеж крепление держатели для плафона плоского потолочного,1.0,False
2026-07-12,yandex,подвес крепеж крепление держатели для плафона плоского потолочного,7.0,False
2026-07-12,google,подвески для люстры,24.0,False
2026-07-12,google,подвесная люстра,11.0,False
2026-07-12,yandex,подвесная люстра,3.0,False
2026-07-12,google,подвесное крепление люстры,1.0,False
2026-07-12,yandex,подвесное крепление люстры,7.0,False
2026-07-12,yandex,подвесной odeon light,12.0,False
2026-07-12,yandex,подвесной линейный светильник,35.0,False
2026-07-12,yandex,подвесной светильник maytoni,45.0,False
2026-07-12,google,подвесной светильник для кухни,21.0,False
2026-07-12,google,подвесной светильник из ротанга,1.0,False
2026-07-12,yandex,подвесной светильник над столом,38.0,False
2026-07-12,google,подвесной светильник уличный,3.0,False
2026-07-12,yandex,подвесной светильник уличный,9.0,False
2026-07-12,google,подвесной светильник черный,36.0,False
2026-07-12,google,подвесной светодиодный светильник,35.0,False
2026-07-12,yandex,подвесные лампы светильники,4.0,False
2026-07-12,google,подвесные люстры,18.0,False
2026-07-12,google,подвесные люстры москва,9.0,False
2026-07-12,yandex,подвесные люстры москва,4.0,False
2026-07-12,yandex,подвесные светильники,2.0,False
2026-07-12,google,подвесные уличные светильники,8.0,False
2026-07-12,yandex,подвесные уличные светильники,7.0,False
2026-07-12,google,поднос декоративный,18.0,False
2026-07-12,google,поднос декоративный купить,6.0,False
2026-07-12,yandex,поднос декоративный купить,12.0,False
2026-07-12,google,поднос интерьерный,14.0,False
2026-07-12,yandex,подрозетник maytoni,11.0,False
2026-07-12,yandex,полимерный декор,4.0,False
2026-07-12,google,польские люстры,7.0,False
2026-07-12,yandex,польские люстры,6.0,False
2026-07-12,google,потолок потолочный светильник,20.0,False
2026-07-12,google,потолочная люстра,7.0,False
2026-07-12,yandex,потолочная люстра,6.0,False
2026-07-12,google,потолочная люстра в виде палочек,10.0,False
2026-07-12,yandex,потолочная люстра в виде палочек,1.0,False
2026-07-12,yandex,потолочная люстра в спальню,3.0,False
2026-07-12,yandex,потолочная люстра купить,4.0,False
2026-07-12,google,потолочная люстра палочки,6.0,False
2026-07-12,yandex,потолочная люстра палочки,2.0,False
2026-07-12,google,потолочная планка для люстры,6.0,False
2026-07-12,yandex,потолочная планка для люстры,14.0,False
2026-07-12,google,потолочное крепление для люстры,2.0,False
2026-07-12,yandex,потолочное крепление для люстры,6.0,False
2026-07-12,google,потолочное освещение на веранде,2.0,False
2026-07-12,yandex,потолочное освещение на веранде,1.0,False
2026-07-12,google,потолочную люстру купить,21.0,False
2026-07-12,yandex,потолочную люстру купить,5.0,False
2026-07-12,google,потолочные люстры,11.0,False
2026-07-12,yandex,потолочные люстры,2.0,False
2026-07-12,google,потолочные люстры купить,10.0,False
2026-07-12,yandex,потолочные люстры купить,5.0,False
2026-07-12,yandex,потолочные люстры купить цена,10.0,False
2026-07-12,google,потолочные светильники,38.0,False
2026-07-12,yandex,потолочные светильники,7.0,False
2026-07-12,google,потолочные светильники 2026,20.0,False
2026-07-12,yandex,потолочные светильники 2026,26.0,False
2026-07-12,yandex,потолочные светильники для квартиры,9.0,False
2026-07-12,google,потолочные светильники для террасы,7.0,False
2026-07-12,google,потолочные светильники москва,18.0,False
2026-07-12,yandex,потолочные светильники москва,5.0,False
2026-07-12,yandex,потолочные светильники сканди,16.0,False
2026-07-12,google,потолочные светильники уличные,11.0,False
2026-07-12,yandex,потолочные светильники уличные,5.0,False
2026-07-12,google,потолочные споты,17.0,False
2026-07-12,yandex,потолочные споты,4.0,False
2026-07-12,google,потолочные уличные светильники,9.0,False
2026-07-12,yandex,потолочные уличные светильники,5.0,False
2026-07-12,google,потолочный maytoni,19.0,False
2026-07-12,yandex,потолочный maytoni,30.0,False
2026-07-12,google,потолочный светильник,42.0,False
2026-07-12,yandex,потолочный светильник,4.0,False
2026-07-12,yandex,потолочный светильник light,4.0,False
2026-07-12,google,потолочный светильник maytoni,20.0,False
2026-07-12,yandex,потолочный светильник белый,10.0,False
2026-07-12,yandex,потолочный светильник в ванную,7.0,False
2026-07-12,yandex,потолочный светильник для ванной комнаты,18.0,False
2026-07-12,google,потолочный светильник купить в москве,19.0,False
2026-07-12,yandex,потолочный светильник купить в москве,7.0,False
2026-07-12,google,потолочный светильник на балкон,1.0,False
2026-07-12,google,потолочный светильник уличный,7.0,False
2026-07-12,google,потолочный светодиодный светильники led,21.0,False
2026-07-12,yandex,потолочный светодиодный светильники led,10.0,False
2026-07-12,google,потолочный уличный светильник,7.0,False
2026-07-12,yandex,потолочный уличный светильник,4.0,False
2026-07-12,google,прикроватные лампы классическом стиле,3.0,False
2026-07-12,yandex,прикроватные лампы классическом стиле,18.0,False
2026-07-12,google,про люстра,6.0,False
2026-07-12,yandex,про люстра,6.0,False
2026-07-12,google,продажа осветительных приборов,21.0,False
2026-07-12,yandex,продажа осветительных приборов,2.0,False
2026-07-12,google,прозрачные люстры,14.0,False
2026-07-12,google,производители светодиодных лент,12.0,False
2026-07-12,google,пульт es elektrostandart,6.0,False
2026-07-12,yandex,пульт es elektrostandart,1.0,False
2026-07-12,google,пульт для лампы,2.0,False
2026-07-12,yandex,пульт для лампы,20.0,False
2026-07-12,google,пульт для люстры,5.0,False
2026-07-12,yandex,пульт для люстры,3.0,False
2026-07-12,google,пульт для потолочного светильника,3.0,False
2026-07-12,google,пульт для светильника,6.0,False
2026-07-12,yandex,пульт для светильника,8.0,False
2026-07-12,google,пульт для светодиодной люстры,2.0,False
2026-07-12,yandex,пульт для светодиодной люстры,7.0,False
2026-07-12,google,пульт ду для люстры,2.0,False
2026-07-12,yandex,пульт ду для люстры,3.0,False
2026-07-12,google,пульт от лампы,3.0,False
2026-07-12,yandex,пульт от лампы,8.0,False
2026-07-12,google,пульт от люстры,2.0,False
2026-07-12,yandex,пульт от люстры,4.0,False
2026-07-12,google,распродажа люстр,1.0,False
2026-07-12,yandex,распродажа люстр,4.0,False
2026-07-12,google,распродажа светильников,4.0,False
2026-07-12,yandex,распродажа светильников,1.0,False
2026-07-12,yandex,ретро лампа настольная,7.0,False
2026-07-12,yandex,ретро люстра,25.0,False
2026-07-12,google,российские светильники,1.0,False
2026-07-12,yandex,российские светильники,4.0,False
2026-07-12,google,ротанговые подвесные светильники на сайте светлый,1.0,False
2026-07-12,google,ротанговые светильники,1.0,False
2026-07-12,yandex,ротанговые светильники,7.0,False
2026-07-12,google,садовое освещение,4.0,False
2026-07-12,google,садовые светильники,6.0,False
2026-07-12,google,садовые светильники купить,4.0,False
2026-07-12,google,садовые светильники столбики,2.0,False
2026-07-12,google,садовые светильники электрические,5.0,False
2026-07-12,yandex,садовые светильники электрические,2.0,False
2026-07-12,google,садовые фонари,10.0,False
2026-07-12,google,садовые фонари купить,10.0,False
2026-07-12,yandex,садовые фонари купить,8.0,False
2026-07-12,google,садовые фонари электрические,6.0,False
2026-07-12,yandex,садовые фонари электрические,20.0,False
2026-07-12,google,садовые фонарики,20.0,False
2026-07-12,google,садовый светильник,6.0,False
2026-07-12,yandex,садовый светильник,9.0,False
2026-07-12,google,садовый светильник купить,5.0,False
2026-07-12,google,сайт люстры,11.0,False
2026-07-12,yandex,сайт люстры,1.0,False
2026-07-12,google,салоны люстр,13.0,False
2026-07-12,yandex,салоны люстр,3.0,False
2026-07-12,google,самый большой магазин люстр в москве,8.0,False
2026-07-12,yandex,самый большой магазин люстр в москве,7.0,False
2026-07-12,google,свет купить,10.0,False
2026-07-12,yandex,свет купить,3.0,False
2026-07-12,google,свет люстры,6.0,False
2026-07-12,google,свет люстры светильники,9.0,False
2026-07-12,yandex,свет люстры светильники,3.0,False
2026-07-12,google,свет магазин,18.0,False
2026-07-12,yandex,свет магазин,9.0,False
2026-07-12,yandex,свет настольная лампа,8.0,False
2026-07-12,google,светильник,40.0,False
2026-07-12,google,светильник 24 вольта,8.0,False
2026-07-12,yandex,светильник 24 вольта,15.0,False
2026-07-12,yandex,светильник citilux,7.0,False
2026-07-12,google,светильник eglo,26.0,False
2026-07-12,yandex,светильник eglo,28.0,False
2026-07-12,google,светильник elektrostandard,28.0,False
2026-07-12,yandex,светильник elektrostandard,36.0,False
2026-07-12,google,светильник ip44,4.0,False
2026-07-12,yandex,светильник ip44,21.0,False
2026-07-12,google,светильник ip68,1.0,False
2026-07-12,yandex,светильник ip68,18.0,False
2026-07-12,google,светильник maytoni,21.0,False
2026-07-12,yandex,светильник maytoni,11.0,False
2026-07-12,yandex,светильник maytoni technical,25.0,False
2026-07-12,yandex,светильник бра,12.0,False
2026-07-12,google,светильник бра lux,28.0,False
2026-07-12,yandex,светильник бра lux,6.0,False
2026-07-12,yandex,светильник бра настенный,5.0,False
2026-07-12,yandex,светильник в ванную комнату,8.0,False
2026-07-12,google,светильник в ванную комнату настенный купить в москве,2.0,False
2026-07-12,yandex,светильник в ванную комнату настенный купить в москве,26.0,False
2026-07-12,yandex,светильник в зал современный,7.0,False
2026-07-12,yandex,светильник в санузел,3.0,False
2026-07-12,google,светильник встраиваемый ip54,6.0,False
2026-07-12,yandex,светильник встраиваемый вт,14.0,False
2026-07-12,google,светильник встроенный ip54,2.0,False
2026-07-12,google,светильник грунтовый,21.0,False
2026-07-12,yandex,светильник грунтовый,36.0,False
2026-07-12,google,светильник для балкона,2.0,False
2026-07-12,google,светильник для балкона потолочный,1.0,False
2026-07-12,yandex,светильник для балкона потолочный,2.0,False
2026-07-12,yandex,светильник для ванной настольный,1.0,False
2026-07-12,yandex,светильник для ванной потолочный влагозащищенный накладной,6.0,False
2026-07-12,yandex,светильник для ванны,6.0,False
2026-07-12,google,светильник для веранды,1.0,False
2026-07-12,google,светильник для террасы,2.0,False
2026-07-12,yandex,светильник для террасы,2.0,False
2026-07-12,google,светильник из ротанга,8.0,False
2026-07-12,yandex,светильник из ротанга,19.0,False
2026-07-12,yandex,светильник круглый потолочный,4.0,False
2026-07-12,google,светильник купить,32.0,False
2026-07-12,yandex,светильник купить,3.0,False
2026-07-12,yandex,светильник лофт,26.0,False
2026-07-12,google,светильник люстра,2.0,False
2026-07-12,google,светильник люстра купить,6.0,False
2026-07-12,google,светильник на балкон,2.0,False
2026-07-12,google,светильник на балкон настенный,3.0,False
2026-07-12,yandex,светильник на балкон настенный,5.0,False
2026-07-12,google,светильник на балкон потолочный,1.0,False
2026-07-12,yandex,светильник на балкон потолочный,2.0,False
2026-07-12,google,светильник на веранду,2.0,False
2026-07-12,yandex,светильник на веранду,2.0,False
2026-07-12,google,светильник на кухню потолочный,16.0,False
2026-07-12,yandex,светильник на кухню потолочный,2.0,False
2026-07-12,google,светильник на лоджию,2.0,False
2026-07-12,yandex,светильник на лоджию,2.0,False
2026-07-12,google,светильник на открытую веранду,3.0,False
2026-07-12,yandex,светильник на открытую веранду,2.0,False
2026-07-12,google,светильник на прищепке,6.0,False
2026-07-12,yandex,светильник на стол,10.0,False
2026-07-12,google,светильник на столб,16.0,False
2026-07-12,yandex,светильник на столб,37.0,False
2026-07-12,google,светильник на террасу,1.0,False
2026-07-12,yandex,светильник на террасу,1.0,False
2026-07-12,google,светильник на террасу настенный,4.0,False
2026-07-12,yandex,светильник на террасу настенный,7.0,False
2026-07-12,yandex,светильник настенно потолочный светодиодный,27.0,False
2026-07-12,yandex,светильник настенный ip65,35.0,False
2026-07-12,yandex,светильник настенный с датчиком,15.0,False
2026-07-12,yandex,светильник настенный светодиодный,28.0,False
2026-07-12,google,светильник настольный для кабинета руководителя премиум класса,38.0,False
2026-07-12,yandex,светильник настольный для кабинета руководителя премиум класса,9.0,False
2026-07-12,google,светильник настольный прищепка купить,7.0,False
2026-07-12,yandex,светильник настольный прищепка купить,5.0,False
2026-07-12,google,светильник онлайн,14.0,False
2026-07-12,yandex,светильник онлайн,10.0,False
2026-07-12,yandex,светильник плоский потолочный,13.0,False
2026-07-12,google,светильник подвесной влагозащищенный,2.0,False
2026-07-12,yandex,светильник подвесной влагозащищенный,6.0,False
2026-07-12,google,светильник подвесной уличный,3.0,False
2026-07-12,yandex,светильник подвесной уличный,7.0,False
2026-07-12,yandex,светильник потолочный,15.0,False
2026-07-12,yandex,светильник потолочный leading,11.0,False
2026-07-12,yandex,светильник потолочный lighting,7.0,False
2026-07-12,google,светильник потолочный влагозащищенный,12.0,False
2026-07-12,google,светильник потолочный квадратный,35.0,False
2026-07-12,yandex,светильник потолочный квадратный,6.0,False
2026-07-12,google,светильник потолочный на крюк,6.0,False
2026-07-12,yandex,светильник потолочный на крюк,2.0,False
2026-07-12,yandex,светильник потолочный накладной,16.0,False
2026-07-12,yandex,светильник потолочный накладной круглый,13.0,False
2026-07-12,google,светильник потолочный светодиодный,23.0,False
2026-07-12,yandex,светильник потолочный светодиодный,4.0,False
2026-07-12,yandex,светильник потолочный светодиодный белый,33.0,False
2026-07-12,yandex,светильник потолочный светодиодный квадратный,37.0,False
2026-07-12,google,светильник потолочный уличный,11.0,False
2026-07-12,google,светильник прищепка,6.0,False
2026-07-12,yandex,светильник прищепка,6.0,False
2026-07-12,google,светильник ру,9.0,False
2026-07-12,yandex,светильник ру,30.0,False
2026-07-12,google,светильник с вентилятором,32.0,False
2026-07-12,yandex,светильник с вентилятором,25.0,False
2026-07-12,yandex,светильник с вентилятором потолочный,13.0,False
2026-07-12,yandex,светильник с веревочным выключателем,10.0,False
2026-07-12,google,светильник с выключателем шнурком,2.0,False
2026-07-12,yandex,светильник с выключателем шнурком,6.0,False
2026-07-12,google,светильник с прищепкой,7.0,False
2026-07-12,yandex,светильник с прищепкой,9.0,False
2026-07-12,google,светильник садовый,7.0,False
2026-07-12,google,светильник садовый купить,4.0,False
2026-07-12,yandex,светильник садовый купить,20.0,False
2026-07-12,google,светильник светодиодный ip68,2.0,False
2026-07-12,yandex,светильник светодиодный ip68,16.0,False
2026-07-12,google,светильник светодиодный maytoni,19.0,False
2026-07-12,yandex,светильник светодиодный maytoni,34.0,False
2026-07-12,yandex,светильник светодиодный потолочный круглый,16.0,False
2026-07-12,google,светильник светодиодный уличный,24.0,False
2026-07-12,google,светильник спот,23.0,False
2026-07-12,yandex,светильник спот,7.0,False
2026-07-12,google,светильник спот потолочный,26.0,False
2026-07-12,google,светильник спот ретро стиль,1.0,False
2026-07-12,yandex,светильник спот ретро стиль,1.0,False
2026-07-12,google,светильник струнyый потолочный,7.0,False
2026-07-12,yandex,светильник торшер,14.0,False
2026-07-12,google,светильник торшер в угол,12.0,False
2026-07-12,yandex,светильник точечный,6.0,False
2026-07-12,yandex,светильник точечный потолочный,9.0,False
2026-07-12,yandex,светильник точечный уличный встраиваемый,5.0,False
2026-07-12,google,светильник трековый светодиодный,32.0,False
2026-07-12,yandex,светильник трековый светодиодный,26.0,False
2026-07-12,google,светильник уличного освещения,46.0,False
2026-07-12,google,светильник уличный ip65,22.0,False
2026-07-12,yandex,светильник уличный ip65,9.0,False
2026-07-12,google,светильник уличный reluse,6.0,False
2026-07-12,yandex,светильник уличный reluse,9.0,False
2026-07-12,google,светильник уличный влагозащищенный,2.0,False
2026-07-12,yandex,светильник уличный влагозащищенный,1.0,False
2026-07-12,google,светильник уличный на столб,9.0,False
2026-07-12,google,светильник уличный наземный,5.0,False
2026-07-12,yandex,светильник уличный наземный,6.0,False
2026-07-12,yandex,светильник уличный настенный,5.0,False
2026-07-12,google,светильник уличный настенный влагозащищенный,2.0,False
2026-07-12,google,светильник уличный подвесной,2.0,False
2026-07-12,yandex,светильник уличный подвесной,10.0,False
2026-07-12,google,светильник уличный подвесной металлический,2.0,False
2026-07-12,yandex,светильник уличный подвесной металлический,15.0,False
2026-07-12,yandex,светильник уличный подвесной фирма электростандарт модель амбра,19.0,False
2026-07-12,yandex,светильник уличный потолочный,7.0,False
2026-07-12,yandex,светильник уличный с козырьком 1500,2.0,False
2026-07-12,google,светильник уличный садовый,4.0,False
2026-07-12,yandex,светильник уличный садовый,8.0,False
2026-07-12,google,светильник уличный светодиодный на столб,27.0,False
2026-07-12,google,светильник уличный столб,3.0,False
2026-07-12,yandex,светильник уличный столб,12.0,False
2026-07-12,google,светильник уличный столбик,10.0,False
2026-07-12,google,светильник уличный шар,23.0,False
2026-07-12,yandex,светильник фасадный уличный,41.0,False
2026-07-12,yandex,светильник франческа австрия матовое стекло полусфера подвесной,4.0,False
2026-07-12,yandex,светильник шар подвесной,22.0,False
2026-07-12,yandex,светильники,14.0,False
2026-07-12,google,светильники ambrella light,10.0,False
2026-07-12,google,светильники arte lamp,24.0,False
2026-07-12,yandex,светильники arte lamp,16.0,False
2026-07-12,google,светильники bohemia art classic,2.0,False
2026-07-12,yandex,светильники bohemia art classic,7.0,False
2026-07-12,google,светильники eglo,30.0,False
2026-07-12,yandex,светильники eglo,9.0,False
2026-07-12,google,светильники lux ru,4.0,False
2026-07-12,yandex,светильники lux ru,1.0,False
2026-07-12,google,светильники maytoni,16.0,False
2026-07-12,google,светильники newport,4.0,False
2026-07-12,yandex,светильники newport,6.0,False
2026-07-12,google,светильники артеламп,21.0,False
2026-07-12,yandex,светильники артеламп,3.0,False
2026-07-12,yandex,светильники в ванную,5.0,False
2026-07-12,yandex,светильники в ванную комнату на потолок,8.0,False
2026-07-12,yandex,светильники в ванную комнату на потолок влагозащищенный,9.0,False
2026-07-12,yandex,светильники в восточном стиле,14.0,False
2026-07-12,yandex,светильники в москве,2.0,False
2026-07-12,google,светильники в наличии,5.0,False
2026-07-12,yandex,светильники в наличии,1.0,False
2026-07-12,google,светильники встроенные встраиваемые светодиодные,44.0,False
2026-07-12,google,светильники для балкона,2.0,False
2026-07-12,google,светильники для ванной настенные,18.0,False
2026-07-12,yandex,светильники для ванной настенные,9.0,False
2026-07-12,google,светильники для веранды,1.0,False
2026-07-12,yandex,светильники для веранды,1.0,False
2026-07-12,yandex,светильники для влажных помещений,6.0,False
2026-07-12,yandex,светильники для двора,34.0,False
2026-07-12,google,светильники для квартиры,21.0,False
2026-07-12,yandex,светильники для квартиры,2.0,False
2026-07-12,google,светильники для открытой террасы,4.0,False
2026-07-12,yandex,светильники для открытой террасы,3.0,False
2026-07-12,yandex,светильники для сада,18.0,False
2026-07-12,google,светильники для террасы,3.0,False
2026-07-12,yandex,светильники для террасы,5.0,False
2026-07-12,google,светильники и люстры,8.0,False
2026-07-12,yandex,светильники и люстры,3.0,False
2026-07-12,google,светильники из гипса,27.0,False
2026-07-12,yandex,светильники из гипса,12.0,False
2026-07-12,google,светильники из китая,22.0,False
2026-07-12,google,светильники из металла,17.0,False
2026-07-12,yandex,светильники из металла,2.0,False
2026-07-12,google,светильники из ротанга,11.0,False
2026-07-12,yandex,светильники из ротанга,18.0,False
2026-07-12,google,светильники из ротанга купить,8.0,False
2026-07-12,google,светильники интернет магазин,10.0,False
2026-07-12,yandex,светильники интернет магазин,2.0,False
2026-07-12,yandex,светильники купить,3.0,False
2026-07-12,google,светильники купить в москве,13.0,False
2026-07-12,yandex,светильники купить в москве,3.0,False
2026-07-12,google,светильники купить москва,16.0,False
2026-07-12,yandex,светильники купить москва,4.0,False
2026-07-12,google,светильники ландшафтные столбики,2.0,False
2026-07-12,yandex,светильники ландшафтные столбики,2.0,False
2026-07-12,google,светильники ландшафтные уличные столбики металлические,2.0,False
2026-07-12,yandex,светильники ландшафтные уличные столбики металлические,2.0,False
2026-07-12,google,светильники ландшафтные уличные столбики светодиодный,2.0,False
2026-07-12,yandex,светильники ландшафтные уличные столбики светодиодный,8.0,False
2026-07-12,google,светильники люстры,5.0,False
2026-07-12,google,светильники магазин,11.0,False
2026-07-12,google,светильники майтони,11.0,False
2026-07-12,yandex,светильники майтони,3.0,False
2026-07-12,google,светильники москва,15.0,False
2026-07-12,yandex,светильники москва,1.0,False
2026-07-12,google,светильники на балкон настенные,2.0,False
2026-07-12,yandex,светильники на балкон настенные,1.0,False
2026-07-12,google,светильники на веранду,1.0,False
2026-07-12,google,светильники на веранду фото,2.0,False
2026-07-12,google,светильники на крючке купить,9.0,False
2026-07-12,yandex,светильники на крючке купить,3.0,False
2026-07-12,yandex,светильники на потолок,16.0,False
2026-07-12,google,светильники на прищепке,2.0,False
2026-07-12,yandex,светильники на прищепке,3.0,False
2026-07-12,google,светильники на террасу,1.0,False
2026-07-12,yandex,светильники наружные ит65,5.0,False
2026-07-12,yandex,светильники настенные light,35.0,False
2026-07-12,yandex,светильники настенные для внутреннего освещения,16.0,False
2026-07-12,google,светильники онлайн,10.0,False
2026-07-12,yandex,светильники онлайн,8.0,False
2026-07-12,yandex,светильники подвесные,1.0,False
2026-07-12,yandex,светильники подвесные четыре лампы на одной основе,8.0,False
2026-07-12,google,светильники потолочные,35.0,False
2026-07-12,google,светильники потолочные деревянные,12.0,False
2026-07-12,yandex,светильники потолочные деревянные,8.0,False
